id,facility_id,drug_id,batch_id,quantity_on_hand,quantity_reserved,quantity_damaged
89ae69ab-0b25-459e-98d0-d5168964f1d8,9661edfb-44f7-44b7-8277-f3cf478fe4ff,7c2d76e0-6fbe-4bf9-9480-1926f496b863,8cc0a56b-b3ef-49d6-8eb0-0c22e2c1b89c,853,0,0
eb1b24bb-c8d4-47fa-8128-c713634b82d3,b007baa1-37d0-435d-88a2-b603e821f4e1,7c2d76e0-6fbe-4bf9-9480-1926f496b863,914aaa5a-d5c9-4866-853b-d626598f638e,627,0,0
3d42ece5-c3bb-4970-acc0-d2c3ce0026d5,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,7c2d76e0-6fbe-4bf9-9480-1926f496b863,305108d5-6c9b-4791-95ef-b3d895987116,1295,0,0
d7c5c060-a4a2-427e-bacd-075068662516,9661edfb-44f7-44b7-8277-f3cf478fe4ff,d3c01138-9905-4d76-bf2b-64490842f674,d0d480ef-07fa-41bf-b283-cffef4bb61c7,3064,0,0
c423c321-7921-4e1b-87a5-0b90adbf36ea,6c62826c-5647-4a14-bc5c-84f2cdfde6ae,d3c01138-9905-4d76-bf2b-64490842f674,3833c4bb-ee3a-4999-8a55-a0bc98bc391d,1352,0,0
4d777721-f46f-487e-b5a4-859c8fd93c67,a4b70abc-ae12-45f7-8dc3-49390eeb354e,d3c01138-9905-4d76-bf2b-64490842f674,4e4221cb-494e-4384-9976-abf5ad92c3ce,1962,0,0
2952861d-87dc-47e4-a05c-6d5ae5874ee9,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,d3c01138-9905-4d76-bf2b-64490842f674,d8f12304-0e56-438a-be01-277b0d0817f4,2766,0,0
375cf10a-08a5-4727-82de-f54df42572ce,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,d3c01138-9905-4d76-bf2b-64490842f674,06d4759a-d11d-45d6-ae11-1fc970c92afa,1612,0,0
66811d52-c75d-42f3-8bab-55394ce75819,5e3c8af4-67c2-4470-912a-ecb7bb53f406,d3c01138-9905-4d76-bf2b-64490842f674,825b47d2-3db5-45fd-9dae-1b95c8a60fd7,1680,0,0
bcb81797-5526-473f-9a4e-76e8dd1f5763,5e3c8af4-67c2-4470-912a-ecb7bb53f406,d3c01138-9905-4d76-bf2b-64490842f674,ff32800e-9af1-48d0-a0fb-600f1687219c,3455,0,0
b47d5392-323c-4cee-8f72-de6f627813eb,3aa8a907-2778-4339-8b1f-5849cad16428,d3c01138-9905-4d76-bf2b-64490842f674,b2c67685-ec8f-447e-888b-01fa6a0b5199,3206,0,0
f933b026-fa4c-4e80-bb5c-950b99ff4084,ba01ba31-4727-4fae-ad1e-216f0c07e61c,d3c01138-9905-4d76-bf2b-64490842f674,f17a5591-22d6-43c4-a91e-5843ace0478c,3572,0,0
c18fda1d-48da-44a4-ab3f-43bd29ed021a,4efa322e-b7da-46a3-8997-0c5785d3443a,d3c01138-9905-4d76-bf2b-64490842f674,98b4c94e-5218-4eaf-94ca-5c1c1db26718,1504,0,0
34eee3f2-f97e-47df-bd72-f15ca010073e,4efa322e-b7da-46a3-8997-0c5785d3443a,bf864bc6-3ff9-40df-b3ba-15a657cad795,c8d8c390-c1f0-4f86-b241-6a7c82deb521,1972,0,0
b1417dfd-570e-447b-bea7-5f35e4723f59,d9232cfb-c4f1-4e59-8121-2970b4908912,bf864bc6-3ff9-40df-b3ba-15a657cad795,bca6dc9c-9e9e-4b9b-9d48-261b850de664,1028,0,0
93b5ad2c-3723-4737-9d0e-0426ca755061,d9232cfb-c4f1-4e59-8121-2970b4908912,bf864bc6-3ff9-40df-b3ba-15a657cad795,2a37e0ca-5603-4225-bd52-5a9a6403bc0b,1622,0,0
2ce245e5-7024-4cf3-9653-5c2406ca4257,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,bf864bc6-3ff9-40df-b3ba-15a657cad795,4fa494c5-cea7-4a2b-81c4-d2bd4e4976dd,938,0,0
fa59f3d4-84aa-46f2-9152-93081d8df92c,d9232cfb-c4f1-4e59-8121-2970b4908912,bf864bc6-3ff9-40df-b3ba-15a657cad795,f0817316-2abb-40fe-8ae1-299dc9089dff,2839,0,0
ca35fdba-2c8c-4021-9a70-8d8a1730cc51,4efa322e-b7da-46a3-8997-0c5785d3443a,bf864bc6-3ff9-40df-b3ba-15a657cad795,6c6e8ca5-5be8-4495-b3b4-2ee783cde92e,1111,0,0
bcbff47b-fcec-4e19-8821-5057945be7ee,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,bf864bc6-3ff9-40df-b3ba-15a657cad795,852b72f2-bf5e-48a9-a1cd-05f514b016f3,3162,0,0
423eeae1-19bc-4ec5-9a41-2ee9df398957,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,bf864bc6-3ff9-40df-b3ba-15a657cad795,9a490953-062a-4e06-a8c5-1832cc76ad0b,1932,0,0
c300611b-2c17-47b3-b3e5-e081daa5f0dd,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,bf864bc6-3ff9-40df-b3ba-15a657cad795,7143a098-b274-4f83-93d2-a26ea698d2d5,623,0,0
c751d686-e3bb-4d57-b4b8-c3bdf7e9c979,deebacc1-8096-49c3-adbd-e050753ed64d,bf864bc6-3ff9-40df-b3ba-15a657cad795,0ad23181-f0bd-4b7d-96e8-3da4793782dd,604,0,0
756b67d5-0b5c-49dd-9e89-86032d268d45,8424e662-7291-4919-8616-aacf78358fd3,ab85addb-363b-44a6-a129-ab0844ddb444,755df0b4-ea6c-4cf6-9c03-c63e7f33ab63,1845,0,0
ca6cebbf-08d4-4450-9586-e9aeeb47473f,1a119cae-1a63-436a-b4b4-7221f0e23bb8,ab85addb-363b-44a6-a129-ab0844ddb444,812a0829-8391-428a-b169-94c6d3e496eb,3893,0,0
5d797272-4377-407e-ba76-41cd90d79f9c,6c62826c-5647-4a14-bc5c-84f2cdfde6ae,ab85addb-363b-44a6-a129-ab0844ddb444,36349488-6993-4ebf-835c-111d5f1d4e6f,507,0,0
be71fdac-7ce1-495c-9ec9-44a038ff5ce6,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,ab85addb-363b-44a6-a129-ab0844ddb444,a73b9442-ef82-461c-ac6d-aa14215e98a6,3320,0,0
0cef23e9-33ae-477a-8803-760d10fa147c,b007baa1-37d0-435d-88a2-b603e821f4e1,ab85addb-363b-44a6-a129-ab0844ddb444,189ba5b1-bcfa-4634-a9d0-750ec82ca6a8,406,0,0
eba9eabd-b55c-459a-9849-8b9d3a90475a,daceb465-bb39-4f15-8e6d-00a26b0b331e,ab85addb-363b-44a6-a129-ab0844ddb444,d7f94956-52f4-43cc-9bf6-e5c3db9b9884,2787,0,0
1e4bff1f-fb0f-43f4-87a2-f098cf1e3bc8,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,ab85addb-363b-44a6-a129-ab0844ddb444,ce2520ca-815b-420d-9ac4-e58ba0721282,183,0,0
1999a55e-7d9b-43ac-beb3-8c5b25d1d75c,5e3c8af4-67c2-4470-912a-ecb7bb53f406,ab85addb-363b-44a6-a129-ab0844ddb444,0e9da383-0abb-4631-86cf-57961890cc54,1585,0,0
5fa8d167-e969-40d7-ba24-5dbc0e323f50,ba01ba31-4727-4fae-ad1e-216f0c07e61c,ab85addb-363b-44a6-a129-ab0844ddb444,6d10fea0-9316-4564-8bfc-027f094816df,1740,0,0
f0d66026-d399-44f8-839b-335301d6dc3f,d9232cfb-c4f1-4e59-8121-2970b4908912,ab85addb-363b-44a6-a129-ab0844ddb444,4ba5e0d5-a501-42c8-82b8-9c348fdb1895,695,0,0
8891e2f7-eaa0-403c-ba6a-e3b397fc02da,c7a9dd13-87f4-463c-b2b9-621c5b778c49,ff13e030-b20f-4e3a-9b03-107ad34e60e2,eae1b9a3-5914-4e14-8226-8fe78722e90e,483,0,0
1474269b-9c3d-4b41-852d-fbb57652b92d,6c62826c-5647-4a14-bc5c-84f2cdfde6ae,ff13e030-b20f-4e3a-9b03-107ad34e60e2,1961e3f5-df67-48c2-80f7-13d9a30d944c,497,0,0
f6bfb034-6550-4f02-a1bb-d75e146aa647,c7a9dd13-87f4-463c-b2b9-621c5b778c49,ff13e030-b20f-4e3a-9b03-107ad34e60e2,3885e28c-d8d0-444b-9d30-5b49617e62cb,959,0,0
e241e9bc-2591-4bb2-822c-93962afa29e7,b007baa1-37d0-435d-88a2-b603e821f4e1,ff13e030-b20f-4e3a-9b03-107ad34e60e2,9da1aab8-deb0-42b4-ad33-3332c68a5703,722,0,0
bd49aa39-a426-455b-9e96-c9359a6c1b20,24fe0dbe-455f-431e-9ccb-31c13ea1ee3e,ff13e030-b20f-4e3a-9b03-107ad34e60e2,5a5c8692-95b9-4482-9198-7ea9262d6ecf,2770,0,0
2c1e8553-23f0-4b40-8250-e12577a057ac,1dd19dd7-312d-48db-9235-3d33d6952c2e,ff13e030-b20f-4e3a-9b03-107ad34e60e2,dc36727e-e879-4a9b-bd46-5cd0f9f2f82f,397,0,0
59b6f2a4-7595-446c-91f3-05e562258017,1dd19dd7-312d-48db-9235-3d33d6952c2e,ff13e030-b20f-4e3a-9b03-107ad34e60e2,553d3ec5-26d9-4267-ac4d-377efdd3faad,808,0,0
6293cc89-8beb-4abf-8d54-5fef70f589dd,52b26c2e-5540-42a1-a8c0-5f96b1a7df56,ff13e030-b20f-4e3a-9b03-107ad34e60e2,3a4adb54-76a3-440d-8ba8-d94f42643e24,1113,0,0
96a3cabd-14b6-4594-bf26-9ee6cf599783,3ee58fbc-dd4d-4664-94e2-2e2e1d7f2de1,ff13e030-b20f-4e3a-9b03-107ad34e60e2,308e15bc-607c-4729-80f4-6666696d9a29,2307,0,0
e91238bc-de84-49a7-bab5-63424a2d3ded,38f50c5b-9a42-4af1-b031-32babb5c47b5,ff13e030-b20f-4e3a-9b03-107ad34e60e2,9efbabe6-c3c6-48bf-9ef2-3d8ecd940d14,877,0,0
d7ef0f2b-c859-4f3c-bd35-1f2177145f9b,65300365-fddf-4f82-9622-06ddc4c773d5,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,3e43e4fe-d84c-464f-af1d-b3bfe9121c17,2171,0,0
7ba879fb-e57d-42de-91a3-717fa68aacb6,6c62826c-5647-4a14-bc5c-84f2cdfde6ae,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,ce44d05d-c5c3-45fc-8a1d-329b84dbb018,391,0,0
5ccc2ab3-6394-41a5-98c6-7ca7f9644134,9661edfb-44f7-44b7-8277-f3cf478fe4ff,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,7064bfd1-26b8-4598-934a-5023e33e8f80,1490,0,0
244a9f1e-7a8c-4552-b393-0b815f4b7f96,1a119cae-1a63-436a-b4b4-7221f0e23bb8,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,c3a4d465-de2f-4557-91e8-596568371ebd,142,0,0
bf595430-0e93-4767-b225-386f9ceda234,f4957732-1c15-480e-a95c-168c44e645f3,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,f4c3ff66-b116-41b1-b7c7-b226589b0364,327,0,0
3775fc4d-e376-43b0-8967-7a2b9bf28477,8424e662-7291-4919-8616-aacf78358fd3,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,2caebea7-1f78-426c-a936-e4b1c0c7c92c,583,0,0
09c45b69-33a3-4a77-b871-8bb932bf03ee,dfa22e57-5b54-457b-80ec-8692ae3d76fb,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,2a7a21cd-1dcd-48fb-b0ec-eaf541e8075f,489,0,0
d6364200-4376-457c-89e2-9b281b38a8c9,5be0da05-9400-4be2-a7c4-424f68c6dee4,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,0e943739-0d86-4101-8916-f2b205d38c74,691,0,0
66ad8fbd-b741-40db-a4f5-9a6c459a54c6,1a119cae-1a63-436a-b4b4-7221f0e23bb8,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,e1fc8a60-785c-4ef0-8270-6ed38cdfa2a6,1169,0,0
016b8a4d-03b6-4809-8dca-cd785fb61239,c7a9dd13-87f4-463c-b2b9-621c5b778c49,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,5673c46b-3329-49f5-a234-d58225dda26d,486,0,0
743e908d-073f-4a8d-8422-fcb9df1d1b29,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,4181b429-be0e-4aa8-86ff-43647a0bf2c0,54beee3d-bef2-46c3-9cc9-d77afc16beb7,2265,0,0
42fda046-d217-460d-a592-d7786f61eca5,65300365-fddf-4f82-9622-06ddc4c773d5,4181b429-be0e-4aa8-86ff-43647a0bf2c0,638b22ab-890a-4a22-98ad-e087e0336055,675,0,0
979ccf5e-20d4-40b5-a296-b7bce2d5ec9d,9661edfb-44f7-44b7-8277-f3cf478fe4ff,4181b429-be0e-4aa8-86ff-43647a0bf2c0,0fa7740a-5466-4342-bd0b-eda510350dd1,1139,0,0
5007d323-6739-4f3f-ad6a-b1466586f039,38f50c5b-9a42-4af1-b031-32babb5c47b5,4181b429-be0e-4aa8-86ff-43647a0bf2c0,11b8c586-0200-4b3c-a596-600abbc0c54e,1769,0,0
84b362cb-0287-4a68-b065-ba3549fe32f9,b007baa1-37d0-435d-88a2-b603e821f4e1,4181b429-be0e-4aa8-86ff-43647a0bf2c0,0b082565-2b57-4568-98b3-850606c8b781,4017,0,0
ee5ee970-e0ae-4fa2-bc00-355e435c7563,4412a3ea-7898-42e2-8fb3-7afd57d7d349,4181b429-be0e-4aa8-86ff-43647a0bf2c0,f48acce1-df1d-4cff-9a05-04faebe16c43,1638,0,0
102273d8-e456-491d-bc70-85bbf91fe404,3ee58fbc-dd4d-4664-94e2-2e2e1d7f2de1,4181b429-be0e-4aa8-86ff-43647a0bf2c0,4cbad815-80cd-49d6-b517-ec00c7750300,297,0,0
99a4b3ec-2995-43a3-90c6-826107a80743,a4b70abc-ae12-45f7-8dc3-49390eeb354e,4181b429-be0e-4aa8-86ff-43647a0bf2c0,0aa98b59-dd55-49e8-823d-8b282ff694c3,1046,0,0
01e9431b-1a31-4de8-99b4-3fe83b2d5653,65300365-fddf-4f82-9622-06ddc4c773d5,4181b429-be0e-4aa8-86ff-43647a0bf2c0,43e2f46c-52d6-49be-b86d-c1a670c77fac,928,0,0
71b1c8bd-a8aa-49e4-ba21-4d6c2561bb73,ba01ba31-4727-4fae-ad1e-216f0c07e61c,4181b429-be0e-4aa8-86ff-43647a0bf2c0,60b360cd-4a20-4002-81dd-d9f815fabec7,484,0,0
5fe3ba0e-a31e-4d15-b8c7-0a7a0df18049,b007baa1-37d0-435d-88a2-b603e821f4e1,f8c19e25-ad28-4436-9696-19e32b3df743,6e51c8a4-b311-4d6f-95d7-0ec5994f2f91,503,0,0
e74d7b7a-8364-464c-b7bd-400534b88e43,9661edfb-44f7-44b7-8277-f3cf478fe4ff,f8c19e25-ad28-4436-9696-19e32b3df743,7971d028-126a-4f6e-b6fd-66d56fb9eae3,1755,0,0
8b9ecc89-3822-47f6-ba47-9c9e1f1532f6,f4957732-1c15-480e-a95c-168c44e645f3,f8c19e25-ad28-4436-9696-19e32b3df743,51e4e965-1d82-4d83-af3b-69fbfa8947fa,1586,0,0
ecdff0f2-5e26-4002-af84-93724325ab28,deebacc1-8096-49c3-adbd-e050753ed64d,f8c19e25-ad28-4436-9696-19e32b3df743,7ff9560b-8668-4401-b700-335902ea96fd,1919,0,0
4a992573-2287-401c-9047-4d0b5c633bda,dfa22e57-5b54-457b-80ec-8692ae3d76fb,f8c19e25-ad28-4436-9696-19e32b3df743,b2c1010e-0910-49ec-9f87-a6c9577b6d7d,2512,0,0
1ec454df-91cf-4caa-9d61-da6444cbaf91,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,f8c19e25-ad28-4436-9696-19e32b3df743,685a4328-b608-4a72-86e1-9cdc73b8fa5c,1351,0,0
ec98cbba-3dbf-4cac-b72d-ba90cf090904,b007baa1-37d0-435d-88a2-b603e821f4e1,f8c19e25-ad28-4436-9696-19e32b3df743,2eb42a84-9f23-492f-a346-a4b195d73be6,1927,0,0
ffccbe42-7f0c-44aa-8b68-6737ab8a493b,5e3c8af4-67c2-4470-912a-ecb7bb53f406,f8c19e25-ad28-4436-9696-19e32b3df743,70d98d3f-a621-4984-8e9d-e2eb0d71a20e,690,0,0
469e43d2-c319-462f-9eed-3adb6f2c5589,1a119cae-1a63-436a-b4b4-7221f0e23bb8,f8c19e25-ad28-4436-9696-19e32b3df743,a3199864-6edd-430a-a46d-0b78a686781a,810,0,0
5c475877-ad74-4d5a-8b63-12ffdec63e6c,5be0da05-9400-4be2-a7c4-424f68c6dee4,f8c19e25-ad28-4436-9696-19e32b3df743,485d0723-4378-4c76-8f65-7b485048c355,1525,0,0
2ce4766a-6215-4135-953e-177636b14583,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,ab7bb929-38ba-46f6-9e91-bf183d567069,713d1f9c-359b-4eb0-98fa-89dfb7d15fdc,754,0,0
08e78724-a12b-4b2b-8b5f-35a52484332e,24fe0dbe-455f-431e-9ccb-31c13ea1ee3e,ab7bb929-38ba-46f6-9e91-bf183d567069,2731004c-28b7-4161-a95d-7267cfe354d5,1817,0,0
81443d10-42d7-4225-813d-1073fdeea764,5e3c8af4-67c2-4470-912a-ecb7bb53f406,ab7bb929-38ba-46f6-9e91-bf183d567069,49769783-70c1-4634-a470-dc6d49bbae9d,2727,0,0
0d69b926-1e98-459a-b062-bafa3d8d91e0,dfa22e57-5b54-457b-80ec-8692ae3d76fb,ab7bb929-38ba-46f6-9e91-bf183d567069,11a1907e-137d-43b7-a5c7-b627b138295f,491,0,0
49705d21-ba45-43b7-898a-54eaa4f40fe7,1a119cae-1a63-436a-b4b4-7221f0e23bb8,ab7bb929-38ba-46f6-9e91-bf183d567069,4ecd7f67-44e8-4e6c-8c62-0eec38f6a3dc,1914,0,0
9d4fd0c6-c806-4848-a5f7-86e88123a9e8,65300365-fddf-4f82-9622-06ddc4c773d5,ab7bb929-38ba-46f6-9e91-bf183d567069,fb624c4b-a3ff-456c-85c6-b94aba6168f3,256,0,0
9eec12d1-c4e4-4e77-ba67-8467b511f8b6,3aa8a907-2778-4339-8b1f-5849cad16428,ab7bb929-38ba-46f6-9e91-bf183d567069,fec4aade-356b-4894-90c7-7ab49b0e04f7,1106,0,0
e20f7ab9-e22c-41b6-99c9-ff5c6ac23faa,5be0da05-9400-4be2-a7c4-424f68c6dee4,ab7bb929-38ba-46f6-9e91-bf183d567069,0a8fc179-cd38-488f-8990-618cdfd36555,510,0,0
e2384427-339e-4fd7-9d13-d61ecae202ea,deebacc1-8096-49c3-adbd-e050753ed64d,ab7bb929-38ba-46f6-9e91-bf183d567069,0a716b6b-42d3-4c98-ad34-92d74e466da9,1379,0,0
49eeb513-6f8e-4b92-8b2a-5d49f34b8157,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,ab7bb929-38ba-46f6-9e91-bf183d567069,1cfba3b0-066b-42c1-9299-c6cb273d3e88,1097,0,0
