id,hospital_id,drug_id,current_stock,daily_consumption,days_of_stock_remaining,required_stock_level,pipeline_stock,stock_runway_score,criticality_score,shortage_frequency_score,patient_surge_score,pipeline_credit_score,risk_score,risk_level
fb30d2eb-10a9-4810-b6a2-f4edd5f50712,5be0da05-9400-4be2-a7c4-424f68c6dee4,1431a613-e636-4c2a-a193-ef0a72950398,1121,6.5,172.46,136,0,0.0,30.0,15.0,15.0,0.0,60,HIGH
b4592925-4f13-4cd9-9d20-9e3c76a27f03,5e3c8af4-67c2-4470-912a-ecb7bb53f406,4181b429-be0e-4aa8-86ff-43647a0bf2c0,1476,1.0,1476.0,21,0,0.0,20.0,0.0,4.0,0.0,24,SURPLUS
df1cbad4-3016-4aa8-a210-a015b641c42a,65300365-fddf-4f82-9622-06ddc4c773d5,08cf44a2-7843-40db-8be5-b7ec90054e44,1074,7.5,143.2,157,0,0.0,30.0,5.0,4.0,0.0,39,MEDIUM
379d2a8a-7d83-4a94-99bd-8ad7e84c20f5,3aa8a907-2778-4339-8b1f-5849cad16428,01cd046f-95fc-4dea-9678-599982917387,242,1.36,177.94,28,0,0.0,10.0,15.0,10.0,0.0,35,MEDIUM
04aee051-b88c-4325-a93c-2486f6a65263,9661edfb-44f7-44b7-8277-f3cf478fe4ff,d3c01138-9905-4d76-bf2b-64490842f674,904,11.21,80.64,235,0,0.0,30.0,5.0,14.0,0.0,49,MEDIUM
22e1cb43-a1e8-4e5f-b444-ae3541a85c06,deebacc1-8096-49c3-adbd-e050753ed64d,74970ff4-2a08-4f93-a3e3-06c395e7cc5d,672,3.57,188.24,74,0,0.0,30.0,0.0,2.0,0.0,32,MEDIUM
54bbdba6-fa8a-4d48-b9a5-ba009b6d939b,deebacc1-8096-49c3-adbd-e050753ed64d,08e8db94-8cfc-4dc3-869b-bb5af9bb9352,1380,1.0,1380.0,21,0,0.0,10.0,0.0,12.0,0.0,22,SURPLUS
553b7060-b17c-4a45-983e-af554c462230,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,39ae9f0f-2ef6-46b0-a854-c066edf9f984,926,1.0,926.0,21,0,0.0,20.0,0.0,13.0,0.0,33,MEDIUM
c7e33be4-f244-4b2c-a938-02c2755877d3,4ae98cc1-cb3c-4e5f-b6cd-1f83ea5d4c77,ab7bb929-38ba-46f6-9e91-bf183d567069,512,1.0,512.0,21,0,0.0,30.0,5.0,4.0,0.0,39,MEDIUM
9a487fff-1c48-46ea-98de-ee3c1e5091e2,daceb465-bb39-4f15-8e6d-00a26b0b331e,83dde075-4683-4421-9ba9-b7121ee53f2c,42,1.43,29.37,30,0,0.0,20.0,0.0,13.0,0.0,33,MEDIUM
c5f79234-e54a-4d29-86ea-a4de24d7989d,4412a3ea-7898-42e2-8fb3-7afd57d7d349,5a109267-5c8d-4c13-a090-ae986b471434,26,1.0,26.0,21,0,0.0,20.0,0.0,6.0,0.0,26,SURPLUS
c6ee41b8-d47c-484a-bb43-c2429b3bc5db,0395b295-1937-4d01-9a55-8c1628ca811e,74970ff4-2a08-4f93-a3e3-06c395e7cc5d,553,1.57,352.23,32,0,0.0,10.0,0.0,8.0,0.0,18,SURPLUS
492ea8d2-d2ab-4056-b20a-def9a0c6dc29,52b26c2e-5540-42a1-a8c0-5f96b1a7df56,08cf44a2-7843-40db-8be5-b7ec90054e44,1293,14.14,91.44,296,0,0.0,20.0,5.0,6.0,0.0,31,MEDIUM
0a3ed8bf-9ba6-4fc0-8cb5-ae9741c05560,deebacc1-8096-49c3-adbd-e050753ed64d,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,548,1.0,548.0,21,0,0.0,20.0,5.0,0.0,0.0,25,SURPLUS
84e9ff79-9d38-4717-9b9d-965a93b8ea6f,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,4e35a0b8-9c74-4aa1-a695-38bc52dd1836,22,1.0,22.0,21,0,0.0,30.0,0.0,1.0,0.0,31,MEDIUM
c3744943-3856-4ae9-b51d-34fe28478850,4efa322e-b7da-46a3-8997-0c5785d3443a,74970ff4-2a08-4f93-a3e3-06c395e7cc5d,1476,1.0,1476.0,21,0,0.0,10.0,15.0,1.0,0.0,26,SURPLUS
78a0371c-b4c2-4d5b-a9c5-4b49a92d5da3,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,705ab241-d938-4ded-8eb5-490d149e246d,1243,19.14,64.94,401,0,0.0,20.0,5.0,9.0,0.0,34,MEDIUM
a26318d1-2adc-45b5-b2b6-48a829a620ec,65300365-fddf-4f82-9622-06ddc4c773d5,1431a613-e636-4c2a-a193-ef0a72950398,661,13.71,48.21,287,0,0.0,10.0,15.0,15.0,0.0,40,MEDIUM
360fd927-9dd7-46eb-ac32-8e626f0e4e52,f4957732-1c15-480e-a95c-168c44e645f3,7c2d76e0-6fbe-4bf9-9480-1926f496b863,1003,9.43,106.36,198,0,0.0,20.0,5.0,10.0,0.0,35,MEDIUM
10a05f1b-d449-46c2-9c32-9872b3f22159,65300365-fddf-4f82-9622-06ddc4c773d5,f92518fb-fa48-4cf2-94bb-c069ca274908,593,1.0,593.0,21,0,0.0,30.0,15.0,4.0,0.0,49,MEDIUM
1f8853c7-699f-4450-a757-461fdf1594de,4efa322e-b7da-46a3-8997-0c5785d3443a,08e8db94-8cfc-4dc3-869b-bb5af9bb9352,859,1.0,859.0,21,0,0.0,10.0,0.0,12.0,0.0,22,SURPLUS
764997ae-ceab-459f-a04d-36f502327673,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,94919613-9376-4475-98a4-f1b9f4d9830a,830,1.0,830.0,21,0,0.0,10.0,5.0,11.0,0.0,26,SURPLUS
4101794d-7b43-42f6-9491-4722b35b0622,deebacc1-8096-49c3-adbd-e050753ed64d,39ae9f0f-2ef6-46b0-a854-c066edf9f984,1002,14.29,70.12,300,0,0.0,30.0,0.0,0.0,0.0,30,MEDIUM
5f593f02-6c50-47ae-8e30-2821c1198e94,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,a2d9fd18-ea3e-44be-a0a7-f2014ccca209,1035,1.0,1035.0,21,0,0.0,30.0,10.0,9.0,0.0,49,MEDIUM
6678ca33-a92a-4b6a-aaa5-6c53cdb86317,a4b70abc-ae12-45f7-8dc3-49390eeb354e,d3c01138-9905-4d76-bf2b-64490842f674,525,8.57,61.26,179,0,0.0,20.0,10.0,15.0,0.0,45,MEDIUM
23cfd0ca-9311-4247-8e3c-1ca93a9111cc,3aa8a907-2778-4339-8b1f-5849cad16428,036236bd-b018-4ef5-a638-51d9eb2cf63b,1364,1.0,1364.0,21,0,0.0,10.0,5.0,2.0,0.0,17,SURPLUS
cd2b539a-0f16-45e3-b001-8c34fc425a63,deebacc1-8096-49c3-adbd-e050753ed64d,ab7bb929-38ba-46f6-9e91-bf183d567069,1312,6.57,199.7,137,0,0.0,10.0,15.0,9.0,0.0,34,MEDIUM
7e55ea44-27a9-4510-b7a2-eced31853b37,52b26c2e-5540-42a1-a8c0-5f96b1a7df56,f92518fb-fa48-4cf2-94bb-c069ca274908,1432,1.0,1432.0,21,0,0.0,10.0,10.0,2.0,0.0,22,SURPLUS
60184b2f-1199-4c24-bfac-fbe930397bf2,5be0da05-9400-4be2-a7c4-424f68c6dee4,75862a67-6db8-467f-957a-4670d12bd079,813,1.0,813.0,21,0,0.0,30.0,5.0,9.0,0.0,44,MEDIUM
9664b3a6-4134-47b7-b0a5-f59364c6daa0,4efa322e-b7da-46a3-8997-0c5785d3443a,39ae9f0f-2ef6-46b0-a854-c066edf9f984,968,1.0,968.0,21,0,0.0,30.0,10.0,5.0,0.0,45,MEDIUM
bb3e51ab-9ac3-4984-b5d7-5db594f18434,1dd19dd7-312d-48db-9235-3d33d6952c2e,480a6eaf-3d2f-41b3-9f9e-bc78c5014bdf,40,1.0,40.0,21,0,0.0,20.0,15.0,10.0,0.0,45,MEDIUM
918a2631-d9b3-48ab-b5cf-b12e34303283,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,4e35a0b8-9c74-4aa1-a695-38bc52dd1836,61,1.0,61.0,21,0,0.0,10.0,15.0,9.0,0.0,34,MEDIUM
e1b1c418-8e18-4349-85df-ca70c73261c5,9661edfb-44f7-44b7-8277-f3cf478fe4ff,bc80d818-aa1f-4582-a1b9-e204cb5c6783,800,1.29,620.16,27,0,0.0,30.0,5.0,2.0,0.0,37,MEDIUM
7ba03605-ec60-469f-b254-24842c333443,f4957732-1c15-480e-a95c-168c44e645f3,e4cb721a-aafa-4591-a065-58465acd2f50,1056,11.43,92.39,240,0,0.0,30.0,10.0,6.0,0.0,46,MEDIUM
bce15c4b-cfab-4f9b-90ac-90a3d89e3adf,1dd19dd7-312d-48db-9235-3d33d6952c2e,3880ed68-64d7-4ea3-b3fe-a06cd7b187ae,1200,1.0,1200.0,21,0,0.0,10.0,10.0,15.0,0.0,35,MEDIUM
5e16f7e0-dc8a-4910-bc60-9657dee0a107,3148a08c-9795-4ef7-b51a-d8a942e504f9,bc80d818-aa1f-4582-a1b9-e204cb5c6783,621,14.29,43.46,300,0,0.0,20.0,5.0,14.0,0.0,39,MEDIUM
aaec7092-175c-402e-ae82-7152a178b2a1,daceb465-bb39-4f15-8e6d-00a26b0b331e,19baefca-38b9-4018-b946-c0fbb67291da,1379,1.71,806.43,35,0,0.0,30.0,10.0,0.0,0.0,40,MEDIUM
89674a71-d1d9-4fd2-8dbb-80a114756973,b007baa1-37d0-435d-88a2-b603e821f4e1,c4172c0e-f6c5-43eb-b210-ef9094e4161c,186,2.5,74.4,52,0,0.0,20.0,5.0,0.0,0.0,25,SURPLUS
ef4f3f3d-e3d6-4dff-bcf1-42c11d116a14,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,94919613-9376-4475-98a4-f1b9f4d9830a,303,1.0,303.0,21,0,0.0,20.0,5.0,6.0,0.0,31,MEDIUM
2b7fa371-4a5d-497b-a4c2-d2f5247999fd,1a119cae-1a63-436a-b4b4-7221f0e23bb8,9a53231e-0e18-4d29-bdca-292c99ec84ba,258,1.71,150.88,35,0,0.0,10.0,10.0,2.0,0.0,22,SURPLUS
867235c7-d25c-4db5-9761-d8a364c11be2,8424e662-7291-4919-8616-aacf78358fd3,705ab241-d938-4ded-8eb5-490d149e246d,164,1.0,164.0,21,0,0.0,20.0,15.0,9.0,0.0,44,MEDIUM
867962b4-15b1-45fe-b9b6-b8b22630e16d,65300365-fddf-4f82-9622-06ddc4c773d5,75862a67-6db8-467f-957a-4670d12bd079,225,1.0,225.0,21,0,0.0,30.0,15.0,1.0,0.0,46,MEDIUM
5a7d8327-063c-4ef9-ba99-63e2fce8ab3b,8424e662-7291-4919-8616-aacf78358fd3,a2d9fd18-ea3e-44be-a0a7-f2014ccca209,1083,7.21,150.21,151,0,0.0,10.0,0.0,13.0,0.0,23,SURPLUS
395b8447-0a9a-4f02-a29a-6267b54abdf3,5e3c8af4-67c2-4470-912a-ecb7bb53f406,d3c01138-9905-4d76-bf2b-64490842f674,70,21.86,3.2,459,0,30.86,30.0,0.0,12.0,0.0,72,HIGH
596e61be-6eca-4eef-9683-0a4a3e4e79d8,8424e662-7291-4919-8616-aacf78358fd3,2f34b1c3-52bf-4ce9-80d9-682a0debc38b,373,1.0,373.0,21,0,0.0,20.0,5.0,8.0,0.0,33,MEDIUM
72c79cc7-6a86-4fc1-8b58-197af1a8ab3a,52b26c2e-5540-42a1-a8c0-5f96b1a7df56,75862a67-6db8-467f-957a-4670d12bd079,1074,1.0,1074.0,21,0,0.0,10.0,5.0,13.0,0.0,28,SURPLUS
45d554f4-6245-4d8d-ac55-046e0242c443,ba01ba31-4727-4fae-ad1e-216f0c07e61c,08cf44a2-7843-40db-8be5-b7ec90054e44,1230,12.79,96.17,268,0,0.0,30.0,5.0,9.0,0.0,44,MEDIUM
73969c22-05da-454b-b782-65fcf825750a,1dd19dd7-312d-48db-9235-3d33d6952c2e,5a109267-5c8d-4c13-a090-ae986b471434,1140,1.36,838.24,28,0,0.0,30.0,15.0,6.0,0.0,51,MEDIUM
ceb9dcc7-81f0-41d7-bd85-8920da73af46,f4957732-1c15-480e-a95c-168c44e645f3,a34551bd-187b-46a8-bd4d-422c06eff0fa,29,1.0,29.0,21,0,0.0,20.0,10.0,11.0,0.0,41,MEDIUM
1f0901c8-7d1d-4482-93e4-583f35670b51,3aa8a907-2778-4339-8b1f-5849cad16428,a34551bd-187b-46a8-bd4d-422c06eff0fa,1172,2.0,586.0,42,0,0.0,10.0,15.0,2.0,0.0,27,SURPLUS
3ffac93e-0b9b-47c7-bc12-d8c31827be8b,8424e662-7291-4919-8616-aacf78358fd3,4e35a0b8-9c74-4aa1-a695-38bc52dd1836,1132,1.0,1132.0,21,0,0.0,10.0,0.0,10.0,0.0,20,SURPLUS
ec19ca2a-320c-4f99-84b7-75c18cd61dc1,f4957732-1c15-480e-a95c-168c44e645f3,f1813e98-4204-47e6-b9ba-d3aa93a3b684,204,1.0,204.0,21,0,0.0,10.0,15.0,14.0,0.0,39,MEDIUM
364448b3-77f6-4814-80d1-7165c9a34eaf,3aa8a907-2778-4339-8b1f-5849cad16428,0039f91e-39c5-486b-a312-c8b9c9dc9586,1051,1.0,1051.0,21,0,0.0,10.0,5.0,12.0,0.0,27,SURPLUS
bfa00f78-7a9d-4bee-a055-3132b63f6ca8,3aa8a907-2778-4339-8b1f-5849cad16428,f1813e98-4204-47e6-b9ba-d3aa93a3b684,881,1.79,492.18,37,0,0.0,10.0,10.0,8.0,0.0,28,SURPLUS
505c189f-6671-44c8-9a54-c5f038dc3281,ba01ba31-4727-4fae-ad1e-216f0c07e61c,f92518fb-fa48-4cf2-94bb-c069ca274908,814,1.0,814.0,21,0,0.0,30.0,0.0,1.0,0.0,31,MEDIUM
825fbaaa-ce2a-4465-b30e-48528d561373,daceb465-bb39-4f15-8e6d-00a26b0b331e,fa5ffa93-f596-4eda-89a1-683228d89e75,1255,13.36,93.94,280,0,0.0,30.0,10.0,14.0,0.0,54,MEDIUM
25c5c6d2-8f58-4732-9443-5bd21b61b57c,0395b295-1937-4d01-9a55-8c1628ca811e,2f34b1c3-52bf-4ce9-80d9-682a0debc38b,1015,16.36,62.04,343,0,0.0,30.0,0.0,12.0,0.0,42,MEDIUM
de028a94-f8b4-4504-9bf4-c4d14d242328,6c62826c-5647-4a14-bc5c-84f2cdfde6ae,d3c01138-9905-4d76-bf2b-64490842f674,736,3.57,206.16,74,0,0.0,20.0,10.0,0.0,0.0,30,MEDIUM
3fc93959-487e-403f-b3a6-70fad4359470,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,705ab241-d938-4ded-8eb5-490d149e246d,34,1.07,31.78,22,0,0.0,30.0,5.0,4.0,0.0,39,MEDIUM
cf850394-9c6f-4986-b560-74ad1c173859,4efa322e-b7da-46a3-8997-0c5785d3443a,2f34b1c3-52bf-4ce9-80d9-682a0debc38b,1157,1.0,1157.0,21,0,0.0,20.0,10.0,11.0,0.0,41,MEDIUM
22248043-d786-4924-9f7f-9d3278ca5553,5e3c8af4-67c2-4470-912a-ecb7bb53f406,bc80d818-aa1f-4582-a1b9-e204cb5c6783,1289,11.14,115.71,233,0,0.0,20.0,0.0,3.0,0.0,23,SURPLUS
f02561e4-6f87-4c04-9509-e27a5dcb3aef,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,a2d9fd18-ea3e-44be-a0a7-f2014ccca209,1464,1.0,1464.0,21,0,0.0,30.0,5.0,6.0,0.0,41,MEDIUM
7a7e5e8e-1f21-4100-a750-eb88a66ced18,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,a03b95f0-c856-4224-8adb-482640830177,1341,1.0,1341.0,21,0,0.0,20.0,15.0,12.0,0.0,47,MEDIUM
62a5afdd-e666-4f43-a1d2-9115450bdb19,0395b295-1937-4d01-9a55-8c1628ca811e,4e35a0b8-9c74-4aa1-a695-38bc52dd1836,552,10.93,50.5,229,0,0.0,30.0,0.0,13.0,0.0,43,MEDIUM
c214d7df-3854-4404-ad6c-05752444baef,5be0da05-9400-4be2-a7c4-424f68c6dee4,9803a437-fa88-4116-96d3-a2bfc7562817,1054,13.07,80.64,274,0,0.0,30.0,15.0,13.0,0.0,58,MEDIUM
bb55e754-95cd-4157-9b2c-1c19577a2339,dfa22e57-5b54-457b-80ec-8692ae3d76fb,75862a67-6db8-467f-957a-4670d12bd079,1075,1.0,1075.0,21,0,0.0,30.0,0.0,13.0,0.0,43,MEDIUM
c3c02f76-b780-4866-a87e-795f22268df2,1a119cae-1a63-436a-b4b4-7221f0e23bb8,754d3a11-7747-40c8-af49-b24454d8d20a,989,1.0,989.0,21,0,0.0,10.0,10.0,7.0,0.0,27,SURPLUS
4f32851a-7dab-48b2-a8bd-04ae1e315eae,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,ff13e030-b20f-4e3a-9b03-107ad34e60e2,1115,1.0,1115.0,21,0,0.0,30.0,10.0,0.0,0.0,40,MEDIUM
efea2e60-dda2-4c80-9a34-4704f36e1a62,f4957732-1c15-480e-a95c-168c44e645f3,f92518fb-fa48-4cf2-94bb-c069ca274908,405,1.0,405.0,21,0,0.0,30.0,10.0,11.0,0.0,51,MEDIUM
bf5e0e4f-b7fb-4ab6-969b-a1547bd3e604,e400d1d0-c992-4b6e-b9e4-1978eb1c1d37,01784c47-9315-4127-9c05-27a071585e68,1310,1.0,1310.0,21,0,0.0,20.0,5.0,14.0,0.0,39,MEDIUM
6627543e-4e08-49f7-a69e-4a477d772cd7,ba01ba31-4727-4fae-ad1e-216f0c07e61c,75862a67-6db8-467f-957a-4670d12bd079,195,16.71,11.67,350,0,6.66,10.0,0.0,11.0,0.0,27,SURPLUS
e959f456-98a6-4a49-a144-215beab0f21d,8c9dd271-7fe2-4838-95b7-ecf6fb2d9d2c,94919613-9376-4475-98a4-f1b9f4d9830a,1439,2.5,575.6,52,0,0.0,30.0,15.0,6.0,0.0,51,MEDIUM
3e2fd43d-6893-43e2-8075-5a532dd23f1d,9661edfb-44f7-44b7-8277-f3cf478fe4ff,83dde075-4683-4421-9ba9-b7121ee53f2c,995,1.43,695.8,30,0,0.0,20.0,15.0,0.0,0.0,35,MEDIUM
1b5007d5-8576-4e77-b191-1ad2ad47e43d,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,a03b95f0-c856-4224-8adb-482640830177,416,13.29,31.3,279,0,0.0,20.0,15.0,2.0,0.0,37,MEDIUM
9cbf425d-3685-47b6-8551-230869957e5b,3148a08c-9795-4ef7-b51a-d8a942e504f9,83dde075-4683-4421-9ba9-b7121ee53f2c,1375,6.5,211.54,136,0,0.0,20.0,15.0,8.0,0.0,43,MEDIUM
0036aa81-810f-4695-ade1-44188017604b,6c62826c-5647-4a14-bc5c-84f2cdfde6ae,bc80d818-aa1f-4582-a1b9-e204cb5c6783,1367,1.0,1367.0,21,0,0.0,10.0,0.0,13.0,0.0,23,SURPLUS
34ccd6ed-05f6-4887-b8ee-7ad9b959acac,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,b63d347c-6b83-4d04-bd6c-c7121f882ad8,1224,1.0,1224.0,21,0,0.0,10.0,0.0,1.0,0.0,11,SURPLUS
31a38deb-5cb2-4a57-aa25-bf54d28fce21,3148a08c-9795-4ef7-b51a-d8a942e504f9,81cfce7a-db8c-41bc-8a00-27f2cd737bf8,1405,11.14,126.12,233,0,0.0,30.0,10.0,14.0,0.0,54,MEDIUM
8e90ac54-165d-474d-b5f6-1e468e6d23d5,4bd7ab0d-7a82-4e3f-a689-9d5bb57f24af,ff13e030-b20f-4e3a-9b03-107ad34e60e2,69,1.43,48.25,30,0,0.0,20.0,0.0,2.0,0.0,22,SURPLUS
0e4de65e-f3d6-4d8a-88ee-e7f1af2b7d55,4412a3ea-7898-42e2-8fb3-7afd57d7d349,74970ff4-2a08-4f93-a3e3-06c395e7cc5d,1380,1.0,1380.0,21,0,0.0,30.0,15.0,4.0,0.0,49,MEDIUM
25100221-0600-4e2a-95a3-28bc17427d11,4412a3ea-7898-42e2-8fb3-7afd57d7d349,08e8db94-8cfc-4dc3-869b-bb5af9bb9352,907,1.0,907.0,21,0,0.0,10.0,5.0,10.0,0.0,25,SURPLUS
b4409ff9-6846-48d7-9d76-af99819e09ba,a4b70abc-ae12-45f7-8dc3-49390eeb354e,83dde075-4683-4421-9ba9-b7121ee53f2c,796,1.0,796.0,21,0,0.0,20.0,5.0,4.0,0.0,29,SURPLUS
95aa025b-dab5-4555-9761-5aea69142ed3,52b26c2e-5540-42a1-a8c0-5f96b1a7df56,480a6eaf-3d2f-41b3-9f9e-bc78c5014bdf,1238,1.0,1238.0,21,0,0.0,20.0,15.0,12.0,0.0,47,MEDIUM
eb6294dd-3f12-4a11-8da9-6ad217cd1ee3,52b26c2e-5540-42a1-a8c0-5f96b1a7df56,a5f028f8-9ac3-4b8d-bc04-1f4d375d8aed,945,12.21,77.4,256,0,0.0,20.0,10.0,7.0,0.0,37,MEDIUM
a79319ac-99a3-4ec0-95ac-4e06a9e4717c,4412a3ea-7898-42e2-8fb3-7afd57d7d349,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,172,1.0,172.0,21,0,0.0,30.0,15.0,0.0,0.0,45,MEDIUM
29f8bc60-1453-40bb-beaa-910cf19fff68,1dd19dd7-312d-48db-9235-3d33d6952c2e,754d3a11-7747-40c8-af49-b24454d8d20a,916,1.57,583.44,32,0,0.0,10.0,15.0,3.0,0.0,28,SURPLUS
37c2d017-6371-4b9a-b2a3-4372f31eef9f,daceb465-bb39-4f15-8e6d-00a26b0b331e,74970ff4-2a08-4f93-a3e3-06c395e7cc5d,633,4.71,134.39,98,0,0.0,10.0,5.0,7.0,0.0,22,SURPLUS
105830f0-0c65-4e3a-a5f0-acc0c0d8fce1,daceb465-bb39-4f15-8e6d-00a26b0b331e,08e8db94-8cfc-4dc3-869b-bb5af9bb9352,537,11.5,46.7,241,0,0.0,20.0,15.0,10.0,0.0,45,MEDIUM
7a2d3136-77a3-4bf6-b0cf-47c32ed341d1,f4957732-1c15-480e-a95c-168c44e645f3,3d2fd256-1a0b-403b-924e-136956338fc9,1467,12.07,121.54,253,0,0.0,30.0,0.0,4.0,0.0,34,MEDIUM
b01e2eec-6541-4e91-b40c-72a699046252,8424e662-7291-4919-8616-aacf78358fd3,a03b95f0-c856-4224-8adb-482640830177,1482,13.0,114.0,273,0,0.0,10.0,15.0,11.0,0.0,36,MEDIUM
285e120a-1a2c-42a4-9786-d854970e016a,4412a3ea-7898-42e2-8fb3-7afd57d7d349,39ae9f0f-2ef6-46b0-a854-c066edf9f984,755,1.43,527.97,30,0,0.0,10.0,0.0,3.0,0.0,13,SURPLUS
a91dbc17-5163-4da8-a574-31f9bfbb6c7e,3aa8a907-2778-4339-8b1f-5849cad16428,3d2fd256-1a0b-403b-924e-136956338fc9,652,8.57,76.08,179,0,0.0,30.0,10.0,2.0,0.0,42,MEDIUM
930c1735-7961-4895-aed0-72cdeb298c0b,8424e662-7291-4919-8616-aacf78358fd3,b63d347c-6b83-4d04-bd6c-c7121f882ad8,868,1.0,868.0,21,0,0.0,10.0,15.0,15.0,0.0,40,MEDIUM
cf3dd069-7a36-4f37-b42e-6937534f1320,5be0da05-9400-4be2-a7c4-424f68c6dee4,9a53231e-0e18-4d29-bdca-292c99ec84ba,996,4.36,228.44,91,0,0.0,20.0,15.0,11.0,0.0,46,MEDIUM
de3cbbf2-6444-4cbb-a366-27c4b5b9d2a1,4412a3ea-7898-42e2-8fb3-7afd57d7d349,ab7bb929-38ba-46f6-9e91-bf183d567069,548,1.0,548.0,21,0,0.0,10.0,10.0,9.0,0.0,29,SURPLUS
d06a6b03-b3ce-49a8-b3e9-dcd23d3d76c9,3148a08c-9795-4ef7-b51a-d8a942e504f9,19baefca-38b9-4018-b946-c0fbb67291da,1285,1.0,1285.0,21,0,0.0,30.0,15.0,12.0,0.0,57,MEDIUM
80755fb4-18ab-4791-bfcf-d721efe1862c,daceb465-bb39-4f15-8e6d-00a26b0b331e,ed3ad51d-dc53-4e58-9e93-f83383f3d25f,983,1.0,983.0,21,0,0.0,30.0,10.0,10.0,0.0,50,MEDIUM
